6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,12,12,12,12,12,12,0,0,0,0,0,0,0,0,12,12,12,12,12,12,0,6,6,6,6,6
6,6,6,6,6,6,12,12,12,12,6,12,12,-1,-1,-1,-1,-1,0,0,0,12,12,12,12,12,0,6,6,6,6,6
6,6,6,6,6,6,0,15,15,15,22,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,6,6,6,6,6
6,6,6,6,6,6,0,4,4,10,38,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,15,0,6,6,6,6,6
6,6,6,6,6,6,0,-1,-1,-1,8,-1,-1,13,-1,2,2,-1,13,-1,-1,-1,-1,-1,-1,-1,0,6,6,6,6,6
6,6,6,6,6,6,0,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,-1,-1,15,-1,15,-1,-1,-1,0,6,6,6,6,6
6,6,6,6,6,6,0,13,8,13,2,-1,2,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,2,-1,0,6,6,6,6,6
6,6,6,6,6,6,0,-1,8,-1,8,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,4,0,6,6,6,6,6
6,6,6,6,6,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,6,6,6,6,6
6,6,6,6,6,6,0,-1,2,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,2,-1,0,6,6,6,6,6
6,6,6,6,6,6,0,-1,8,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,0,6,6,6,6,6
6,6,6,6,6,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,6,6,6,6,6
6,6,6,6,6,6,0,-1,8,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,6,6,6,6,6
6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6
6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
