-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,-1
-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,56,7,7,0,-1
-1,-1,-1,-1,0,43,43,0,0,0,0,0,7,7,-1,43,149,0,-1
-1,-1,-1,-1,0,-1,-1,6,6,6,6,6,-1,-1,-1,-1,-1,0,-1
-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0
-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,124
-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
